,상가업소번호,brand,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,지번본번지,지번부번지,지번주소,도로명코드,도로명,도로명주소,층정보,경도,위도,place_id,월간 검색량,블로그누적발행
9478,MA010120220803665593,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11170,용산구,11170625,한강로동,1117012400,한강로1가,1117012400100500001,50.0,1.0,서울특별시 용산구 한강로1가 50-1,111702005005,서울특별시 용산구 한강대로,서울특별시 용산구 한강대로 205,,126.972618947165,37.5365854582617,11763577,20.0,45.0
9479,MA010120220803650891,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11230,동대문구,11230740,이문1동,1123011000,이문동,1123011000103050006,305.0,6.0,서울특별시 동대문구 이문동 305-6,112304115730,서울특별시 동대문구 휘경로2길,서울특별시 동대문구 휘경로2길 13,2,127.060942455673,37.5954079399908,38623490,20.0,97.0
9480,MA010120220804077811,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1121510500106010003,601.0,3.0,서울특별시 광진구 자양동 601-3,112153104011,서울특별시 광진구 자양번영로,서울특별시 광진구 자양번영로 30,1,127.07572348291,37.5322755917414,38008590,70.0,261.03000000000003
9481,MA010120220808007750,역전할머니,역전할머니맥주강서,구청점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,11,서울특별시,11500,강서구,11500591,화곡6동,1150010300,화곡동,1150010300111200013,1120.0,13.0,서울특별시 강서구 화곡동 1120-13,115004145541,서울특별시 강서구 화곡로58길,서울특별시 강서구 화곡로58길 22-3,1,126.85217839994,37.5527140888822,1868359886,20.0,231.0
9482,MA010120220809830428,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11710,송파구,11710650,잠실본동,1171010100,잠실동,1171010100101940000,194.0,,서울특별시 송파구 잠실동 194,117104169446,서울특별시 송파구 올림픽로8길,서울특별시 송파구 올림픽로8길 20,1,127.080089435822,37.5099999257596,1978859905,20.0,72.0
9483,MA010120220801940737,역전할머니,역전할머니맥주서울,명지대점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11410,서대문구,11410685,홍은2동,1141011800,홍은동,1141011800104090051,409.0,51.0,서울특별시 서대문구 홍은동 409-51,114104136324,서울특별시 서대문구 증가로10길,서울특별시 서대문구 증가로10길 63,1,126.925270059374,37.5796867059389,1323812622,20.0,70.0
9484,MA010120220800691151,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11620,관악구,11620695,신림동,1162010200,신림동,1162010200114230028,1423.0,28.0,서울특별시 관악구 신림동 1423-28,116204160397,서울특별시 관악구 봉천로12길,서울특별시 관악구 봉천로12길 69,,126.930304828047,37.4857243968046,1854604083,20.0,201.0
9486,MA010120220803809934,투다리,투다리뚝섬점,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11200,성동구,11200670,성수2가1동,1120011500,성수동2가,1120011500103390090,339.0,90.0,서울특별시 성동구 성수동2가 339-90,112003103003,서울특별시 성동구 성수이로,서울특별시 성동구 성수이로 32-24,1,127.054728910895,37.5376121011851,20937688,20.0,81.0
9487,MA0101202209A0101327,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11305,강북구,11305635,수유3동,1130510300,수유동,1130510300101920003,192.0,3.0,서울특별시 강북구 수유동 192-3,113054124572,서울특별시 강북구 한천로139나길,서울특별시 강북구 한천로139나길 1,1,127.025277237546,37.6390378038175,20936897,20.0,63.0
9490,MA010120220813091515,투다리,투다리석촌,본점,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11710,송파구,11710600,석촌동,1171010500,석촌동,1171010500101720006,172.0,6.0,서울특별시 송파구 석촌동 172-6,117104169191,서울특별시 송파구 백제고분로39길,서울특별시 송파구 백제고분로39길 5,1,127.104988141193,37.5050429145468,37891045,20.0,97.0
9491,MA010120220806381564,역전할머니,역전할머니맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,11,서울특별시,11560,영등포구,11560670,신길5동,1156013200,신길동,1156013200104450002,445.0,2.0,서울특별시 영등포구 신길동 445-2,115603118014,서울특별시 영등포구 신길로,서울특별시 영등포구 신길로 67,1,126.908127515183,37.498764824654,1311695977,20.0,207.0
9492,MA010120220810085237,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11470,양천구,11470590,신월4동,1147010300,신월동,1147010300105380003,538.0,3.0,서울특별시 양천구 신월동 538-3,114704142242,서울특별시 양천구 신월로15길,서울특별시 양천구 신월로15길 11,1,126.841633526753,37.5194355071617,1539960565,20.0,120.0
9493,MA010120220804081953,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11740,강동구,11740525,상일1동,1174010300,상일동,1174010300102840001,284.0,1.0,서울특별시 강동구 상일동 284-1,117404172156,서울특별시 강동구 상일로5길,서울특별시 강동구 상일로5길 15,,127.172144096676,37.548860905192,1105083671,30.0,78.99
9495,MA010120220800971714,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11620,관악구,11620630,남현동,1162010300,남현동,1162010300106020254,602.0,254.0,서울특별시 관악구 남현동 602-254,116204160482,서울특별시 관악구 승방길,서울특별시 관악구 승방길 7,,126.981425877454,37.4737420505284,1425450357,20.0,30.0
9496,MA010120220810193366,투다리,투다리,봉천점,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11620,관악구,11620615,중앙동,1162010100,봉천동,1162010100108920030,892.0,30.0,서울특별시 관악구 봉천동 892-30,116203005080,서울특별시 관악구 양녕로,서울특별시 관악구 양녕로 14,1,126.946678866841,37.4832191077177,1992660845,20.0,138.0
9497,MA010120220812569967,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11710,송파구,11710650,잠실본동,1171010100,잠실동,1171010100102360016,236.0,16.0,서울특별시 송파구 잠실동 236-16,117104169171,서울특별시 송파구 백제고분로19길,서울특별시 송파구 백제고분로19길 11,1,127.086769171392,37.5058956367534,11762475,20.0,72.0
9499,MA010120220808643509,역전할머니,역전할머니맥주,서울상봉점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11260,중랑구,11260590,상봉2동,1126010200,상봉동,1126010200101050011,105.0,11.0,서울특별시 중랑구 상봉동 105-11,112604118287,서울특별시 중랑구 봉우재로33길,서울특별시 중랑구 봉우재로33길 42,1,127.088287041705,37.5942373846102,1650551571,20.0,142.0
9500,MA010120220810536466,역전할머니,역전할머니맥주,오류점,I2,음식,I211,주점,I21103,생맥주 전문,I56211,일반 유흥 주점업,11,서울특별시,11530,구로구,11530770,오류1동,1153010800,오류동,1153010800100340004,34.0,4.0,서울특별시 구로구 오류동 34-4,115304148080,서울특별시 구로구 경인로25길,서울특별시 구로구 경인로25길 16,1,126.844202347868,37.4971751150817,1404198758,20.0,457.0
9501,MA010120220800531287,역전할머니,역전할머니맥주,서울방배역점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,11,서울특별시,11650,서초구,11650600,방배1동,1165010100,방배동,1165010100109090004,909.0,4.0,서울특별시 서초구 방배동 909-4,116503121010,서울특별시 서초구 방배로,서울특별시 서초구 방배로 83-9,1,126.996653348122,37.4820507706275,1054587722,20.0,229.0
9502,MA010120220800435368,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11560,영등포구,11560710,대림2동,1156013300,대림동,1156013300111160001,1116.0,1.0,서울특별시 영등포구 대림동 1116-1,115603116010,서울특별시 영등포구 도림로,서울특별시 영등포구 도림로 124,,126.896216998771,37.4923127655428,11762396,20.0,89.0
9503,MA010120220804260519,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11710,송파구,11710632,가락2동,1171010700,가락동,1171010700101430002,143.0,2.0,서울특별시 송파구 가락동 143-2,117104169464,서울특별시 송파구 중대로16길,서울특별시 송파구 중대로16길 10,1,127.125692525266,37.4960847243086,1097653409,30.0,174.99
9505,MA010120220800888783,투다리,투다리,법원점,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11470,양천구,11470620,신정1동,1147010100,신정동,1147010100110200017,1020.0,17.0,서울특별시 양천구 신정동 1020-17,114703114012,서울특별시 양천구 은행정로,서울특별시 양천구 은행정로 10,1,126.86004706075,37.520621054175,9470101,20.0,171.0
9506,MA010120220804234178,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11710,송파구,11710540,마천1동,1171011400,마천동,1171011400101280111,128.0,111.0,서울특별시 송파구 마천동 128-111,117104169112,서울특별시 송파구 마천로51길,서울특별시 송파구 마천로51길 5,1,127.150649517205,37.4958032533408,11762530,60.0,88.98
9507,MA010120220803654939,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11230,동대문구,11230650,장안1동,1123010600,장안동,1123010600101620004,162.0,4.0,서울특별시 동대문구 장안동 162-4,112304115612,서울특별시 동대문구 한천로24길,서울특별시 동대문구 한천로24길 6,,127.065472750982,37.5706281988484,11763318,60.0,162.0
9508,MA010120220807153687,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56199,간이 음식 포장 판매 전문점,11,서울특별시,11710,송파구,11710642,문정2동,1171010800,문정동,1171010800106440002,644.0,2.0,서울특별시 송파구 문정동 644-2,117104853405,서울특별시 송파구 법원로11길,서울특별시 송파구 법원로11길 7,1,127.119410502798,37.4852881667069,1499542160,40.0,234.0
9509,MA010120220800586683,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11410,서대문구,11410685,홍은2동,1141011800,홍은동,1141011800104010013,401.0,13.0,서울특별시 서대문구 홍은동 401-13,114104136080,서울특별시 서대문구 명지대길,서울특별시 서대문구 명지대길 18,,126.925064737345,37.5812272748691,1633955223,30.0,69.99000000000001
9511,MA010120220804332165,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11260,중랑구,11260570,면목7동,1126010100,면목동,1126010100106170007,617.0,7.0,서울특별시 중랑구 면목동 617-7,112603005027,서울특별시 중랑구 면목로,서울특별시 중랑구 면목로 314,,127.088213475501,37.5798756186423,1965537486,40.0,179.0
9512,MA010120220806451268,투다리,투다리꼬치구이,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11170,용산구,11170555,청파동,1117010800,서계동,1117010800100230000,23.0,,서울특별시 용산구 서계동 23,111704106392,서울특별시 용산구 청파로89길,서울특별시 용산구 청파로89길 41,1,126.966739377852,37.5531353044327,38623512,20.0,18.0
9513,MA010120220806451265,역전할머니,역전할머니맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100600046,60.0,46.0,서울특별시 동대문구 회기동 60-46,112304115019,서울특별시 동대문구 경희대로1길,서울특별시 동대문구 경희대로1길 7,1,127.05169994721,37.5916101652418,1573115649,20.0,109.0
9514,MA010120220803898068,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11290,성북구,11290575,동선동,1129011600,동선동1가,1129011600100620000,62.0,,서울특별시 성북구 동선동1가 62,112904121093,서울특별시 성북구 동소문로20길,서울특별시 성북구 동소문로20길 37-22,,127.017878583017,37.5910525087236,38623464,20.0,22.0
9515,MA010120220810026033,투다리,투다리상수점,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11440,마포구,11440655,서강동,1144011500,상수동,1144011500103290007,329.0,7.0,서울특별시 마포구 상수동 329-7,114403113017,서울특별시 마포구 와우산로,서울특별시 마포구 와우산로 30,1,126.92317512006,37.547159397769,1691576731,20.0,115.0
9516,MA010120220805522576,역전할머니,역전할머니맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11290,성북구,11290760,장위1동,1129013800,장위동,1129013800102180032,218.0,32.0,서울특별시 성북구 장위동 218-32,112903107018,서울특별시 성북구 월계로,서울특별시 성북구 월계로 172,1,127.044888913925,37.6192733426894,1407805860,20.0,99.0
9517,MA010120220803876018,역전할머니,역전할머니맥주,화곡역점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11500,강서구,11500560,화곡3동,1150010300,화곡동,1150010300110680023,1068.0,23.0,서울특별시 강서구 화곡동 1068-23,115003005069,서울특별시 강서구 화곡로,서울특별시 강서구 화곡로 119,1,126.835105589725,37.5404379073919,1617580186,20.0,231.0
9518,MA010120220806897814,투다리,투다리삼전,사거리점,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11710,송파구,11710610,삼전동,1171010600,삼전동,1171010600100280012,28.0,12.0,서울특별시 송파구 삼전동 28-12,117104169174,서울특별시 송파구 백제고분로22길,서울특별시 송파구 백제고분로22길 4,1,127.08918671137,37.5035692430189,1713986112,30.0,104.01
9519,MA010120220813808545,역전할머니,역전할머니맥주신대방,삼거리점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11590,동작구,11590660,대방동,1159010800,대방동,1159010800104070029,407.0,29.0,서울특별시 동작구 대방동 407-29,115904157551,서울특별시 동작구 여의대방로24길,서울특별시 동작구 여의대방로24길 141,,126.927951399829,37.4991750210014,1337289813,20.0,148.0
9520,MA010120220801023525,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11680,강남구,11680670,개포2동,1168010300,개포동,1168010300101860012,186.0,12.0,서울특별시 강남구 개포동 186-12,116804166068,서울특별시 강남구 개포로82길,서울특별시 강남구 개포로82길 7,,127.06733476752,37.4887531522089,11762167,40.0,147.0
9521,MA010120220800504722,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11500,강서구,11500604,가양2동,1150010400,가양동,1150010400114800001,1480.0,1.0,서울특별시 강서구 가양동 1480-1,115004145413,서울특별시 강서구 양천로57길,서울특별시 강서구 양천로57길 10-11,,126.852938725956,37.5631665976334,9500104,20.0,113.0
9523,MA010120220813052248,역전할머니,역전할머니맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11290,성북구,11290725,월곡2동,1129013700,상월곡동,1129013700100690002,69.0,2.0,서울특별시 성북구 상월곡동 69-2,112904121514,서울특별시 성북구 장월로1길,서울특별시 성북구 장월로1길 74,1,127.044371072119,37.6055965277208,1059948798,20.0,18.0
9524,MA010120220806653143,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11560,영등포구,11560515,영등포본동,1156010100,영등포동,1156010100106180283,618.0,283.0,서울특별시 영등포구 영등포동 618-283,115604154761,서울특별시 영등포구 영신로19길,서울특별시 영등포구 영신로19길 30-3,,126.904761352345,37.5135386385476,11763100,20.0,76.0
9525,MA010120220803238674,역전할머니,역전할머니맥주,성수점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11200,성동구,11200690,성수2가3동,1120011500,성수동2가,1120011500103000005,300.0,5.0,서울특별시 성동구 성수동2가 300-5,112003000002,서울특별시 성동구 아차산로,서울특별시 성동구 아차산로 97,1,127.055096561469,37.5451983475763,1199375408,20.0,167.0
9526,MA010120220803962823,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11740,강동구,11740685,길동,1174010500,길동,1174010500103920002,392.0,2.0,서울특별시 강동구 길동 392-2,117404172235,서울특별시 강동구 양재대로116길,서울특별시 강동구 양재대로116길 20,,127.141434373602,37.5383599972188,11762307,60.0,361.98
9527,MA010120220803963052,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11305,강북구,11305660,인수동,1130510300,수유동,1130510300106050374,605.0,374.0,서울특별시 강북구 수유동 605-374,113053108001,서울특별시 강북구 삼각산로,서울특별시 강북구 삼각산로 110,1,127.016349544776,37.640634121713,20936897,20.0,63.0
9528,MA010120220803986583,역전할머니,역전할머니맥주영등포,구청점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,11,서울특별시,11560,영등포구,11560550,당산1동,1156011300,당산동3가,1156011300102340002,234.0,2.0,서울특별시 영등포구 당산동3가 234-2,115604154072,서울특별시 영등포구 국회대로34길,서울특별시 영등포구 국회대로34길 20,,126.897143451366,37.5258579679888,1679915153,20.0,108.0
9530,MA010120220804905516,역전할머니,역전할머니,홍대점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000104050013,405.0,13.0,서울특별시 마포구 서교동 405-13,114403113015,서울특별시 마포구 어울마당로,서울특별시 마포구 어울마당로 55-4,1,126.920738806367,37.5503293020802,1125792665,20.0,255.0
9531,MA010120220807825596,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11680,강남구,11680521,논현1동,1168010800,논현동,1168010800101380023,138.0,23.0,서울특별시 강남구 논현동 138-23,116804166012,서울특별시 강남구 강남대로124길,서울특별시 강남구 강남대로124길 45,1,127.025821756766,37.5098620738592,38623517,40.0,471.0
9532,MA010120220801939884,역전할머니,역전할머니맥주신림녹두점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,11,서울특별시,11620,관악구,11620735,대학동,1162010200,신림동,1162010200115180018,1518.0,18.0,서울특별시 관악구 신림동 1518-18,116204160767,서울특별시 관악구 호암로24길,서울특별시 관악구 호암로24길 65,1,126.936819962925,37.4694288001871,1424284773,20.0,327.0
9533,MA010120220803387236,역전할머니,역전할머니맥주가락시장역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,11,서울특별시,11710,송파구,11710620,가락본동,1171010700,가락동,1171010700100750014,75.0,14.0,서울특별시 송파구 가락동 75-14,117104169368,서울특별시 송파구 양재대로62길,서울특별시 송파구 양재대로62길 39,1,127.120321812597,37.4965588396401,1093149808,20.0,206.0
9534,MA010120220803148742,투다리,투다리오금역점,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11710,송파구,11710620,가락본동,1171010700,가락동,1171010700100080001,8.0,1.0,서울특별시 송파구 가락동 8-1,117104169468,서울특별시 송파구 중대로23길,서울특별시 송파구 중대로23길 20,1,127.12580528919,37.5026349153963,1097653409,30.0,174.99
9535,MA010120220800731056,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11260,중랑구,11260690,신내2동,1126010600,신내동,1126010600106480000,648.0,,서울특별시 중랑구 신내동 648,112603106007,서울특별시 중랑구 신내로,서울특별시 중랑구 신내로 225,,127.091360778687,37.6169670149357,33913614,20.0,88.0
9536,MA010120220800260331,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11170,용산구,11170555,청파동,1117011100,청파동3가,1117011100100550003,55.0,3.0,서울특별시 용산구 청파동3가 55-3,111703101023,서울특별시 용산구 청파로,서울특별시 용산구 청파로 271,,126.970545554343,37.5438109788992,38623512,20.0,14.0
9537,MA010120220806683339,역전할머니,역전할머니맥주사가정점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11260,중랑구,11260575,면목3.8동,1126010100,면목동,1126010100105950051,595.0,51.0,서울특별시 중랑구 면목동 595-51,112604118369,서울특별시 중랑구 사가정로51길,서울특별시 중랑구 사가정로51길 39,1,127.087741196445,37.5826059807016,1383332046,20.0,128.0
9539,MA010120220810089228,역전할머니,역전할머니맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11380,은평구,11380625,역촌동,1138010800,역촌동,1138010800100430004,43.0,4.0,서울특별시 은평구 역촌동 43-4,113803100020,서울특별시 은평구 진흥로,서울특별시 은평구 진흥로 27,,126.918443425338,37.6005041145242,1014475021,20.0,211.0
9540,MA010120220805486530,역전할머니,라쿤컴퍼니역전할머니맥주,사당점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11620,관악구,11620630,남현동,1162010300,남현동,1162010300106020017,602.0,17.0,서울특별시 관악구 남현동 602-17,116204160478,서울특별시 관악구 승방4길,서울특별시 관악구 승방4길 20,,126.980837796416,37.4746069262817,1215644969,20.0,62.0
9541,MA010120220807372769,역전할머니,역전할머니맥주,구로디지털단지점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11530,구로구,11530540,구로3동,1153010200,구로동,1153010200111240047,1124.0,47.0,서울특별시 구로구 구로동 1124-47,115304148338,서울특별시 구로구 디지털로32나길,서울특별시 구로구 디지털로32나길 29,1,126.900614781201,37.4844958015168,1615941540,20.0,160.0
9542,MA010120220812907473,역전할머니,역전할머니맥주성신여대,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11290,성북구,11290575,동선동,1129011600,동선동1가,1129011600100610000,61.0,,서울특별시 성북구 동선동1가 61,112904121093,서울특별시 성북구 동소문로20길,서울특별시 성북구 동소문로20길 37-24,1,127.018014468743,37.5911065475937,1071087271,20.0,75.0
9544,MA010120220803903029,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11290,성북구,11290630,정릉2동,1129013300,정릉동,1129013300104110038,411.0,38.0,서울특별시 성북구 정릉동 411-38,112903107004,서울특별시 성북구 보국문로,서울특별시 성북구 보국문로 28,1,127.010826834704,37.6069918965221,20087273,20.0,26.0
9546,MA010120220803830069,투다리,투다리대치,본점,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11680,강남구,11680600,대치1동,1168010600,대치동,1168010600110190013,1019.0,13.0,서울특별시 강남구 대치동 1019-13,116803122005,서울특별시 강남구 삼성로,서울특별시 강남구 삼성로 231,1,127.060987457412,37.4978207298529,1330905621,100.0,485.0
9547,MA010120220800216713,투다리,투다리서강점,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11440,마포구,11440600,대흥동,1144011000,노고산동,1144011000100310110,31.0,110.0,서울특별시 마포구 노고산동 31-110,114404139012,서울특별시 마포구 고산길,서울특별시 마포구 고산길 16,,126.938107116737,37.5534841665793,38623510,20.0,19.0
9548,MA010120220808010827,역전할머니,역전할머니맥주,까치산점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11500,강서구,11500540,화곡1동,1150010300,화곡동,1150010300109030003,903.0,3.0,서울특별시 강서구 화곡동 903-3,115003115001,서울특별시 강서구 강서로,서울특별시 강서구 강서로 17,1,126.847721656194,37.529417600635,1617580186,20.0,231.0
9550,MA0101202503A0026543,투다리,투다리한영점,,I2,음식,I211,주점,I21104,요리 주점,I56193,치킨 전문점,11,서울특별시,11740,강동구,11740540,명일2동,1174010100,명일동,1174010100102490004,249.0,4.0,서울특별시 강동구 명일동 249-4,117403016054,서울특별시 강동구 구천면로,서울특별시 강동구 구천면로 496,1,127.153381917666,37.5490038970844,1035238447,20.0,71.0
9552,MA0101202503A0072078,역전할머니,역전할머니맥주서울,대학로점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1111017200100150001,15.0,1.0,서울특별시 종로구 명륜4가 15-1,111104100031,서울특별시 종로구 대명1길,서울특별시 종로구 대명1길 10,2,127.000792506521,37.5831071035527,1105573661,20.0,69.0
9553,MA0101202503A0037829,역전할머니,역전할머니맥주가산디지털단지역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103710028,371.0,28.0,서울특별시 금천구 가산동 371-28,115453117001,서울특별시 금천구 가산디지털1로,서울특별시 금천구 가산디지털1로 168,2,126.882644342333,37.479965266654,1893135961,20.0,191.0
9555,MA0101202505A0075014,역전할머니,역전할머니맥주,공릉점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11350,노원구,11350600,공릉2동,1135010300,공릉동,1135010300104410059,441.0,59.0,서울특별시 노원구 공릉동 441-59,113504130186,서울특별시 노원구 동일로192길,서울특별시 노원구 동일로192길 80,1,127.07725838329,37.6272213152593,1412314791,20.0,196.0
9556,MA010120220804014665,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11710,송파구,11710570,오금동,1171011200,오금동,1171011200100170011,17.0,11.0,서울특별시 송파구 오금동 17-11,117104169452,서울특별시 송파구 위례성대로20길,서울특별시 송파구 위례성대로20길 32,1,127.126957967723,37.5087965541681,31116238,20.0,60.0
9557,MA010120220800558717,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11410,서대문구,11410720,북가좌2동,1141011900,북가좌동,1141011900101030002,103.0,2.0,서울특별시 서대문구 북가좌동 103-2,114103112003,서울특별시 서대문구 거북골로,서울특별시 서대문구 거북골로 152,,126.912968902312,37.575587765007,38623514,20.0,31.0
9558,MA010120220804256872,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11710,송파구,11710600,석촌동,1171010500,석촌동,1171010500100210006,21.0,6.0,서울특별시 송파구 석촌동 21-6,117104169183,서울특별시 송파구 백제고분로33길,서울특별시 송파구 백제고분로33길 26,,127.098926032198,37.5049670563805,37891045,20.0,97.0
9559,MA010120220812278049,역전할머니,역전할머니맥주서울,신길점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11560,영등포구,11560630,신길1동,1156013200,신길동,1156013200100990012,99.0,12.0,서울특별시 영등포구 신길동 99-12,115603118022,서울특별시 영등포구 영등포로,서울특별시 영등포구 영등포로 371,1,126.919510160367,37.5142253625524,1311695977,20.0,207.0
9560,MA010120220812390040,역전할머니,역전할머니맥주남구로역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11530,구로구,11530550,구로4동,1153010200,구로동,1153010200107710040,771.0,40.0,서울특별시 구로구 구로동 771-40,115303116010,서울특별시 구로구 도림로,서울특별시 구로구 도림로 35,1,126.888195684932,37.4874670379889,1850542918,20.0,160.0
9561,MA010120220800426445,투다리,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11590,동작구,11590560,상도4동,1159010200,상도동,1159010200101880031,188.0,31.0,서울특별시 동작구 상도동 188-31,115903119005,서울특별시 동작구 상도로,서울특별시 동작구 상도로 150,,126.936090624375,37.5028558084087,86732604,20.0,107.0
